@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
30.512074,management,single,tertiary,no,5331.478458,no,no,cellular,13.525862,oct,194.783558,1.460643,52.509137,1.751341,yes
61.22288,retired,single,tertiary,no,696.273075,no,no,cellular,8.258501,may,220.331836,1.581785,9.248071,0.171214,yes
38.344069,retired,married,secondary,no,1048.599617,no,no,cellular,6.104715,may,546.382656,1.082007,14.205753,0.858656,yes
37.317359,management,married,secondary,no,118.746489,no,no,cellular,27.227505,apr,335.511415,2.359806,-1,0,yes
61.915548,admin.,married,secondary,no,4611.468413,no,no,cellular,13.606761,mar,211.667474,1,-1,0,yes
54.193917,management,married,primary,no,925.170676,no,no,cellular,21.639729,oct,344.437059,1,92.811654,2.422322,yes
29.798701,management,married,tertiary,no,1438.620277,no,no,cellular,26.195761,apr,309.750693,1.926969,112.976894,2.235732,yes
53.179962,housemaid,married,secondary,no,2.811462,no,no,cellular,19.931918,oct,169.884612,1.27559,96.019156,1.892726,yes
74.981421,management,married,tertiary,no,7793.079342,no,no,cellular,4.423692,jun,387.186501,1.334466,73.355529,1.928101,yes
61.286579,retired,married,secondary,no,2012.340932,no,no,cellular,17.966576,feb,253.471637,1.964053,95.17264,2.706292,yes
34.640206,management,married,secondary,no,810.192826,yes,no,cellular,10.221193,may,788.993374,1.364394,154.553929,3.062421,yes
34.657176,management,divorced,secondary,no,0,yes,no,cellular,29.30132,oct,164.936089,1,-1,0,yes
32.829629,technician,married,secondary,no,4538.192451,yes,no,cellular,18.143351,may,807.158049,1.639817,-1,0,yes
40.110527,technician,single,secondary,no,26.600598,no,no,cellular,11.681466,may,1021.027297,1.140141,-1,0,yes
35.84532,admin.,married,secondary,no,91.77955,yes,no,cellular,21.613609,oct,229.934527,1.745861,398.317973,1.983181,yes
24.333213,services,single,secondary,no,123.921299,no,no,cellular,11.876455,jun,105.147984,1.982395,-1,0,yes
48.587915,blue-collar,married,secondary,no,257.029143,no,no,cellular,23.529583,oct,415.811384,1,85.266746,1,yes
30.844469,unemployed,married,secondary,no,1174.2525,no,no,cellular,16.703711,apr,255.965338,1,318.800885,3.908405,yes
52.267403,housemaid,married,primary,no,891.482055,no,no,cellular,7.855494,apr,384.067555,1.756722,-1,0,yes
69.387315,management,single,tertiary,no,15663.987192,no,no,cellular,7.238191,aug,255.408154,1,-1,0,yes
44.713286,services,married,secondary,no,191.442414,no,no,cellular,10.109318,may,1750.137403,3.698597,-1,0,yes
54.360019,management,married,secondary,no,1818.557759,no,no,cellular,15.030373,oct,259.88259,2.108056,57.005414,0.420648,yes
45.924606,admin.,married,secondary,no,65.780537,no,no,cellular,16.308393,may,408.15747,5.578766,-1,0,yes
64.243305,management,married,secondary,no,4086.192476,no,no,cellular,10.253505,oct,417.101017,2.329062,-1,0,yes
37.586979,blue-collar,single,secondary,no,693.728171,yes,no,cellular,20.552017,may,1258.058631,2,117.502128,1.805204,yes
35.407603,management,married,secondary,no,4.792963,no,no,cellular,20.947147,apr,125.350343,2.600735,-0.21204,2.234066,yes
33.182703,blue-collar,single,secondary,no,618.628717,yes,no,cellular,25.342164,may,1491.99022,7.827543,13.543607,0.626888,yes
38.094621,management,married,secondary,no,-430.267668,no,no,cellular,27.130224,jul,780.737975,1.674524,86.821878,3.135935,yes
40.903631,management,married,secondary,no,99.011404,yes,no,cellular,7.879105,may,569.207167,1.394746,4.434858,0.00095,yes
32.880983,services,married,secondary,no,133,no,no,cellular,4.814844,may,211.071787,1,-1,0,yes
35.090061,management,single,tertiary,no,5321.713494,no,no,cellular,20.493453,oct,202.973483,3.198193,-0.934508,0.230717,yes
30.277767,blue-collar,single,secondary,no,616.501001,yes,no,cellular,26.996879,may,1424.859612,2.001727,-1,0,yes
42.711385,retired,married,primary,no,661.441239,no,no,cellular,20.821739,may,358.648016,2.233011,-1,0,yes
39.498702,blue-collar,married,secondary,no,2301.368918,yes,no,cellular,23.676165,may,788.144581,2.389393,4.940146,0.016835,yes
41.049412,management,married,tertiary,no,1018.974193,no,no,cellular,11.326225,mar,172.530205,1,80.23514,4.915749,yes
50.594403,management,single,secondary,no,1234.899368,no,no,cellular,13.179726,jun,1454.740502,1,-1,0,yes
49.771035,technician,married,secondary,no,939.651332,no,no,cellular,11.296014,feb,634.353212,1.126628,239.49647,3.23536,yes
33.717844,management,married,tertiary,no,312.454043,no,no,cellular,11.898709,may,770.66024,2.121767,-1,0,yes
42.286407,technician,married,secondary,no,203.086902,no,no,cellular,3.002022,apr,227.149536,1.989646,-1,0,yes
38.275343,technician,married,secondary,no,7017.558326,no,no,cellular,14.441779,may,341.031799,2.83628,259.556918,2.567417,yes
37.907069,management,married,secondary,no,483.448001,no,no,cellular,18.506423,apr,208.941499,1.39585,10.058293,0.008961,yes
38.891467,admin.,married,secondary,no,31.587044,no,no,cellular,27.45404,aug,362.244891,1.552389,-1,0,yes
55.159194,retired,single,tertiary,no,715.588949,no,no,cellular,28.121447,may,159.213457,1.960503,96.009981,1.442948,yes
58.226981,technician,married,secondary,no,894.25985,no,no,cellular,10.39613,feb,695.020003,1.959402,181.036247,4.200758,yes
44.056991,management,married,tertiary,no,1208.087654,no,no,cellular,11.397318,may,372.469415,2.310149,-1,0,yes
36.4916,management,single,secondary,no,621.311612,yes,no,cellular,15.042648,may,644.923042,1.894193,-1,0,yes
29.932251,management,married,tertiary,no,0,no,no,cellular,16.058538,sep,265.754352,2.371241,95.121685,6.410522,yes
28.207766,services,married,secondary,no,133.932324,no,no,cellular,1.589079,oct,333.959916,2.099709,152.439938,3.447984,yes
55.16807,management,married,primary,no,380.844967,no,no,cellular,22.60675,may,821.694544,4.663593,-1,0,yes
38.955839,services,single,secondary,no,423.240161,no,no,cellular,13.091245,may,1041.448866,1.68577,-1,0,yes
32.357315,services,married,secondary,no,399.732596,no,no,cellular,12.259596,aug,288.125367,1.538252,86.056426,2.363141,yes
50.325047,management,single,tertiary,no,1559.942086,no,no,cellular,16.660616,may,700.431254,2.513618,-1,0,yes
61.86171,admin.,married,secondary,no,4710.243607,no,no,cellular,9.576202,mar,269.100596,1,12.312139,0.709896,yes
37.694838,management,married,tertiary,no,996.352814,no,no,cellular,11.054151,mar,160.141736,1,78.898567,4.126362,yes
42.310845,management,married,tertiary,no,2814.081833,no,no,cellular,28.75828,aug,788.813493,1.329347,-1,0,yes
38.186038,blue-collar,married,secondary,no,176.86326,yes,no,cellular,10.585474,may,469.416797,1,-1,0,yes
53.549945,retired,married,secondary,no,8377.30465,no,no,cellular,8.363689,jun,457.56911,1.794993,28.925203,0.632624,yes
35.007896,blue-collar,single,secondary,no,-39.521749,yes,no,cellular,16.931949,may,1172.602567,2.614066,318.382562,3.130781,yes
29.347017,blue-collar,single,secondary,no,705.591495,yes,no,cellular,22.894272,may,1552.700091,1.742883,25.678526,2.285677,yes
38.195586,admin.,married,secondary,no,2298.889679,no,no,cellular,11.994478,nov,146.368961,1.542191,205.80834,2,yes
60.313315,admin.,married,secondary,no,0,no,no,cellular,14.403356,oct,232.676627,1.257249,-1,0,yes
61.034562,management,married,tertiary,no,3.67579,no,no,cellular,14.110792,oct,222.194429,1.018463,182.452064,3.743581,yes
36.144343,technician,single,secondary,no,6.794404,no,no,cellular,18.034984,may,998.543864,1.424983,-1,0,yes
37.229106,technician,single,secondary,no,-248.052939,yes,no,cellular,25.792381,may,1103.448471,6.033629,-1,0,yes
48.349767,management,married,secondary,no,1014.853277,no,no,cellular,12.824197,oct,421.32581,1.90661,-1,0,yes
24.115963,blue-collar,married,secondary,no,175.693,yes,no,cellular,16.98765,may,481.394863,1.084981,-1,0,yes
27.09892,housemaid,married,primary,no,892.416296,no,no,cellular,5.154054,apr,393.691587,1,-1,0,yes
34.191047,management,married,tertiary,no,0,no,no,cellular,16.071,sep,263.261715,2.180034,95.027065,6.126073,yes
29.82328,management,married,secondary,no,-340.612588,yes,no,cellular,18.110215,may,547.612422,1.837707,277.521227,5.435927,yes
36.028484,technician,single,secondary,no,-357.574415,yes,no,cellular,18.675758,may,1507.292629,3.775978,-1,0,yes
45.735326,blue-collar,married,secondary,no,1978.897658,no,no,cellular,12.665007,sep,339.820482,1.778446,126.916954,1.539481,yes
45.782223,management,married,secondary,no,6.323876,yes,no,cellular,15.688815,may,699.51392,1.986724,290.527792,1.328189,yes
32.145681,retired,married,secondary,no,3881.461849,no,no,cellular,23.817432,apr,264.084039,1.492423,-1,0,yes
36.155283,management,married,secondary,no,633.912376,yes,no,cellular,12.053587,may,489.210567,1.938082,361.616414,2.515383,yes
29.16142,blue-collar,married,secondary,no,230.919319,no,no,cellular,21.621583,may,395.735696,1.995749,-1,0,yes
40.910547,management,married,primary,no,929.955335,no,no,cellular,19.715957,oct,329.927711,1.10641,105.849313,2.1757,yes
37.480415,management,married,tertiary,no,12742.225162,no,no,cellular,12.748323,sep,497.692448,1.0088,193.405907,0.835642,yes
39.984332,blue-collar,married,secondary,no,13.700988,no,no,cellular,25.301198,may,520.202183,1.429184,-1,0,yes
51.252647,management,married,secondary,no,94.994098,yes,no,cellular,23.582591,jul,1308.319494,4.144782,-1,0,yes
31.69522,technician,married,secondary,no,59.711403,no,no,cellular,21.413916,may,834.173179,3.77803,-1,0,yes
47.748346,unemployed,married,primary,no,1181.871653,no,no,cellular,14.543032,apr,267.346137,1.333627,421.288244,2.381566,yes
38.010583,technician,single,secondary,no,1622.397747,no,no,cellular,21.324238,may,796.056889,1,41.252472,0.734517,yes
76.184801,retired,married,secondary,no,8372.334715,no,no,cellular,10.052244,jun,393.5225,1.510753,42.893393,2.052393,yes
41.52374,retired,married,secondary,no,639.633855,yes,no,cellular,13.43684,may,355.413777,3.697695,-1,0,yes
49.483446,management,married,secondary,no,4088.046906,no,no,cellular,3.019807,oct,390.521202,2.085477,-0.362147,0.001206,yes
34.396892,management,married,tertiary,no,1105.708836,no,no,cellular,11.699206,oct,260.97993,1.236284,153.77944,1.796743,yes
39.128351,blue-collar,married,secondary,no,0.631471,yes,no,cellular,21.112452,jul,1449.436535,1.287975,5.961505,1.214629,yes
36.314326,management,married,primary,no,409.71964,yes,no,cellular,16.574036,may,494.736697,2.046785,271.135621,3.138591,yes
48.978498,blue-collar,married,secondary,no,2226.028097,no,no,cellular,10.776155,feb,244.755128,1.043602,77.658865,0.657133,yes
58.018508,management,married,tertiary,no,9629.196748,no,no,cellular,11.910604,jun,273.834609,2.803707,41.924097,0.060288,yes
41.582086,technician,single,tertiary,no,1588.659952,no,no,cellular,20.026596,may,832.817488,1.132825,15.657218,0.156502,yes
52.846112,housemaid,married,secondary,no,7.010809,no,no,cellular,13.474949,oct,162.921905,1.030597,90.604483,1.996531,yes
40.710528,housemaid,married,primary,no,895.308038,no,no,cellular,9.568513,oct,347.208926,1.812773,-1,0,yes
48.682885,blue-collar,married,secondary,no,2130.558463,no,no,cellular,9.531492,sep,416.727171,1.206815,160.295733,1.514055,yes
43.507718,unemployed,married,secondary,no,1016.754666,no,no,cellular,11.014188,apr,194.284904,1,459.206036,1.695391,yes
34.033693,technician,single,secondary,no,15.985579,no,no,cellular,14.594764,may,991.215859,1,-1,0,yes
42.225588,management,single,tertiary,no,4962.723939,no,no,cellular,10.006185,oct,331.72287,2,-1,0,yes
33.274913,management,married,secondary,no,-41.13837,yes,no,cellular,15.020398,may,639.673772,1.360477,271.909182,1.1012,yes
43.880709,admin.,married,secondary,no,3591.645182,no,no,cellular,20.376241,apr,260.325002,1.662949,76.595107,0.829363,yes
33.19457,retired,married,secondary,no,3892.593494,no,no,cellular,24.187805,apr,253.550959,1.257049,-1,0,yes
31.884335,services,married,secondary,no,393.542678,no,no,cellular,13.045635,aug,297.825177,2.185023,80.884607,2.046117,yes
42.649275,blue-collar,married,secondary,no,1258.179429,no,no,cellular,21.103591,apr,353.497788,1.339713,283.778827,1.413281,yes
46.886533,services,married,secondary,no,306.635782,no,no,cellular,24.787464,may,1033.909057,5.589387,-1,0,yes
36.495524,services,married,secondary,no,12.073452,no,no,cellular,22.884835,oct,271.114422,1.922093,233.174967,2.908662,yes
32.358884,blue-collar,married,secondary,no,286.894976,no,no,cellular,7.194219,oct,402.261536,1.089551,-1,0,yes
45.728519,management,married,secondary,no,-825.339933,yes,no,cellular,5.306243,may,442.982891,2.940023,0.877834,0.070387,yes
34.372145,retired,married,primary,no,671.255973,yes,no,cellular,11.356599,may,352.17027,1.690887,-1,0,yes
45.684251,admin.,married,secondary,no,736.879913,yes,no,cellular,10.084326,may,668.502137,1,283.33382,3.288184,yes
34.22005,services,married,secondary,no,473.050569,no,no,cellular,19.677684,apr,397.565379,1.33478,-1,0,yes
44.419421,services,married,secondary,no,322.06128,yes,no,cellular,12.28564,aug,1984.821783,3.384825,-1,0,yes
47.219121,management,divorced,secondary,no,8.388074,no,no,cellular,19.249778,apr,79.703442,1.7101,-0.242988,0.12112,yes
37.083598,services,married,secondary,no,439.366556,no,no,cellular,15.739632,feb,1905.294967,2.929644,-1,0,yes
26.333544,management,single,secondary,no,4.738711,no,no,cellular,15.254287,apr,105.333913,2,-1,0,yes
29.822464,management,married,secondary,no,2554.772262,no,no,cellular,19.907321,jun,262.864806,2.64162,120.204879,2.142923,yes
37.856239,technician,married,secondary,no,6947.065186,no,no,cellular,13.720275,aug,361.939046,1.865433,178.505293,3.543474,yes
40.055665,services,single,secondary,no,406.880561,no,no,cellular,10.505701,may,1017.995218,1.93869,-1,0,yes
49.2977,blue-collar,married,secondary,no,2184.468868,no,no,cellular,12.443276,feb,242.734264,2.54969,82.314789,1.178262,yes
43.43281,management,single,tertiary,no,5038.39171,no,no,cellular,23.017594,oct,279.651342,2.444865,1.709059,0.428745,yes
38.456228,management,single,secondary,no,71.782747,no,no,cellular,18.165932,may,1195.144479,2.796876,-1,0,yes
28.384789,admin.,married,secondary,no,4758.946531,no,no,cellular,18.628836,may,289.63119,6.334138,180.343145,4.755529,yes
35.068126,admin.,married,secondary,no,2254.471339,no,no,cellular,8.538897,feb,123.227063,1.005691,-1,0,yes
72.758025,services,married,secondary,no,516.659028,no,no,cellular,16.442864,apr,441.460423,1.093445,56.985284,0.831389,yes
32.879762,management,married,tertiary,no,313.245531,no,no,cellular,11.384457,may,760.04886,1.89022,-1,0,yes
55.014669,management,married,tertiary,no,615.379025,no,no,cellular,5.248173,may,334.119327,3.393527,88.854811,1.525684,yes
38.398768,management,married,secondary,no,101.148717,no,no,cellular,19.510386,jul,1292.89298,4.612879,-1,0,yes
57.107839,blue-collar,married,secondary,no,2261.454532,yes,no,cellular,29.031305,may,819.025566,1.438227,40.177523,0.951747,yes
47.130772,admin.,married,secondary,no,2239.9131,no,no,cellular,11.685717,feb,236.29988,2.910421,-1,0,yes
37.424421,management,married,secondary,no,305.249147,no,no,cellular,18.404436,may,453.957491,1.421197,335.744002,5.866091,yes
27.466089,management,married,secondary,no,790.015822,yes,no,cellular,17.174986,may,592.165344,1.818867,-1,0,yes
30.367214,blue-collar,married,secondary,no,-1.768892,no,no,cellular,16.913077,aug,594.019137,1.956546,-1,0,yes
44.145669,blue-collar,married,secondary,no,4.771546,no,no,cellular,23.411207,may,512.30186,1.315238,-1,0,yes
66.295708,management,married,secondary,no,4131.904975,no,no,cellular,8.038167,oct,363.8304,2.350037,6.096751,3.437465,yes
49,admin.,married,secondary,no,3603.800615,no,no,cellular,11.585766,apr,248.946131,1.543514,-1,0,yes
34.043105,technician,single,secondary,no,1.941232,no,no,cellular,18.769854,may,1017.442547,3.846036,-1,0,yes
33.524957,blue-collar,married,secondary,no,617.891033,no,no,cellular,19.697887,jul,965.24244,8.183127,-1,0,yes
60.282737,management,married,tertiary,no,610.751438,no,no,cellular,6.342131,may,338.993275,2.241842,91.718788,1.784891,yes
36.374712,management,married,tertiary,no,2915.143012,no,no,cellular,20.537051,aug,804.7413,5.691532,104.815629,0.691203,yes
45.369589,technician,single,secondary,no,918.693226,no,no,cellular,10.787351,may,824.353723,1.864739,-1,0,yes
32.935698,management,married,primary,no,969.657356,no,no,cellular,27.1876,oct,343.116976,1.274896,85.314925,1.531994,yes
36.412597,technician,single,secondary,no,9.872362,no,no,cellular,19.726719,may,959.996571,1.671882,-1,0,yes
43.187051,services,married,secondary,no,358.20878,no,no,cellular,8.455527,may,985.781736,2,-1,0,yes
40.755269,management,married,tertiary,no,2511.844212,yes,no,cellular,26.850284,may,915.365835,5.040174,3.376788,0.003763,yes
43.21728,blue-collar,married,secondary,no,18.261208,yes,no,cellular,24.830675,jul,1461.540561,1.202569,6.788334,2.981623,yes
53.857669,housemaid,married,primary,no,890.608261,no,no,cellular,8.345873,apr,380.845321,1.682307,-1,0,yes
41.904623,management,married,tertiary,no,286.720467,yes,no,cellular,14.5993,may,424.891746,4.071741,380.401885,3.172743,yes
59.791113,management,married,tertiary,no,5986.074614,no,no,cellular,4.573925,feb,908.395202,2.490778,-1,0,yes
74.794161,retired,married,secondary,no,3792.537187,no,no,cellular,15.437775,apr,254.328275,1.000184,182.679445,1.210626,yes
54.636398,management,married,tertiary,no,10355.504199,no,no,cellular,8.730174,jun,296.20753,1.312657,74.134978,0.226812,yes
37.085951,management,married,tertiary,no,5447.28748,no,no,cellular,24.238186,feb,460.553636,5.02271,58.260163,0.543967,yes
28.850044,services,single,secondary,no,156.878202,no,no,cellular,15.645469,jun,145.770518,1.224626,-1,0,yes
33.439187,blue-collar,single,secondary,no,209.593216,no,no,cellular,19.4539,may,404.477073,1.648104,-1,0,yes
55.00347,management,married,secondary,no,1622.99593,no,no,cellular,7.805333,apr,348.503891,1.017881,351.849122,6.033328,yes
40.874245,services,married,secondary,no,314.892642,no,no,cellular,18.853915,may,1748.401067,3.797423,-1,0,yes
28.340451,management,married,secondary,no,780.075056,yes,no,cellular,12.237437,may,579.390291,2.540258,-1,0,yes
38.099003,management,married,secondary,no,809.525868,no,no,cellular,9.578287,may,753.029514,1.545429,169.313917,4.443816,yes
36.747616,technician,married,secondary,no,176.023526,no,no,cellular,14.970316,apr,253.685307,1.340647,-1,0,yes
68.864068,blue-collar,married,secondary,no,2119.615815,no,no,cellular,21.185216,sep,419.601387,1.213169,168.13832,3.194027,yes
34.242719,blue-collar,married,secondary,no,205.738464,no,no,cellular,19.045391,may,411.733287,1,-1,0,yes
46.405459,admin.,married,secondary,no,457.68627,no,no,cellular,10.289608,apr,574.298816,1.175083,-1,0,yes
48.433552,technician,married,secondary,no,2812.284376,no,no,cellular,23.592761,aug,738.283616,4.449804,11.394999,1.541241,yes
47.771663,blue-collar,married,secondary,no,24.615989,no,no,cellular,22.506725,aug,527.040667,1.948565,-1,0,yes
37.855607,management,married,tertiary,no,1414.239732,no,no,cellular,28.556661,apr,264.188199,1,90.790136,2.192875,yes
33.811319,management,single,secondary,no,14.210763,no,no,cellular,17.236523,apr,96.082878,2.325611,3.734683,0.811824,yes
71.597812,technician,married,secondary,no,7151.789053,no,no,cellular,6.208295,may,683.518076,2.963936,204.16619,2.268297,yes
60.096338,management,married,secondary,no,999.490809,no,no,cellular,10.394358,mar,119.073068,1,1.973056,0.12404,yes
46.91374,blue-collar,married,secondary,no,27.372224,no,no,cellular,24.935568,aug,523.525446,1.584475,-1,0,yes
51.086114,services,married,secondary,no,1862.218487,no,no,cellular,14.851105,oct,355.205899,1.146692,-0.748277,0.152832,yes
49.612288,retired,married,primary,no,213.091641,no,no,cellular,18.272775,oct,149.731191,1.588145,-1,0,yes
42.912937,retired,married,primary,no,693.620062,yes,no,cellular,13.992125,apr,349.477146,1.294437,-1,0,yes
73.83872,retired,married,secondary,no,3783.651752,no,no,cellular,15.31599,apr,230.188148,1,150.552977,1.528026,yes
58.363406,management,married,secondary,no,4097.955793,no,no,cellular,2.138614,oct,317.020639,2.029888,111.566504,2.426337,yes
47.758735,admin.,married,secondary,no,2222.978379,no,no,cellular,12.564633,feb,159.099027,1.841847,10.585201,0.969295,yes
34.29417,technician,single,secondary,no,14.573918,no,no,cellular,18.443501,may,990.537245,1.980853,-1,0,yes
55.568138,management,married,secondary,no,-1169.748076,yes,no,cellular,16.454046,jul,574.565395,1.722763,-1,0,yes
52.290268,admin.,married,secondary,no,775.416961,no,no,cellular,7.17614,may,659.541466,1,268.018836,2.745475,yes
34.885485,technician,married,secondary,no,260.176218,no,no,cellular,20.279582,oct,417.775376,1,98.161658,1,yes
35.622879,blue-collar,divorced,secondary,no,-304.926684,no,no,cellular,19.271339,jul,668.674132,1.449737,-1,0,yes
49.040701,admin.,divorced,secondary,no,-80.461428,no,no,cellular,17.771796,oct,257.517192,1.167596,6.719913,0.005366,yes
36.516857,management,divorced,secondary,no,3.825803,yes,no,cellular,25.724221,apr,144.852513,2.603545,-1,0,yes
29.908328,technician,married,secondary,no,58.20664,no,no,cellular,21.912119,may,831.892277,3.808339,-1,0,yes
37.372186,management,married,tertiary,no,10.163794,no,no,cellular,22.682208,oct,273.120058,1.841944,229.532356,2.942389,yes
34.269596,management,married,tertiary,no,2454.27809,yes,no,cellular,17.207584,may,649.54428,4.621823,36.973133,0.812487,yes
25.563394,management,single,secondary,no,449.022464,no,no,cellular,18.999648,apr,307.314384,1.367683,-1,0,yes
41.775401,management,single,tertiary,no,1198.193594,no,no,cellular,20.030969,aug,823.897219,1.400863,-1,0,yes
30.465883,blue-collar,married,secondary,no,292.599925,no,no,cellular,3.983498,oct,399.519189,1.085794,5.302884,0.091589,yes
36.243027,management,married,primary,no,888.868201,no,no,cellular,17.180603,oct,327.593453,2.121359,101.775947,2.937464,yes
21.000356,management,married,secondary,no,2488.835177,no,no,cellular,22.352053,jun,264.281609,5.438642,145.313302,2.877906,yes
43.22293,management,married,secondary,no,1745.037444,no,no,cellular,5.350081,oct,192.673658,1.013881,49.817715,0.123287,yes
38.805632,blue-collar,married,secondary,no,1801.711596,no,no,cellular,13.856556,may,779.939297,1.575261,27.211774,0.712614,yes
36.8804,management,single,tertiary,no,1551.823558,no,no,cellular,16.772258,may,702.47551,2.886202,-1,0,yes
56.004922,management,married,tertiary,no,5628.110785,no,no,cellular,11.286926,feb,897.914959,2.591832,-1,0,yes
44.818285,blue-collar,divorced,secondary,no,867.362463,no,no,cellular,5.021159,may,1016.729446,2.59792,-1,0,yes
31.929647,technician,single,secondary,no,227.744881,no,no,cellular,4.832311,apr,230.111916,1.908612,-1,0,yes
40.76386,management,single,tertiary,no,623.028807,no,no,cellular,25.807574,jun,309.237412,3.885868,165.0545,3.476479,yes
41.549303,blue-collar,married,secondary,no,2125.930711,no,no,cellular,13.15355,feb,121.691969,1,6.242769,0.618183,yes
52.261111,retired,married,primary,no,204.375842,no,no,cellular,23.444384,oct,88.241975,1.933134,-1,0,yes
39.447793,admin.,married,secondary,no,3678.057667,no,no,cellular,18.156324,nov,529.783238,1.054973,111.03119,2.89112,yes
48.807902,management,married,tertiary,no,1169.924717,no,no,cellular,2.877159,may,273.849441,1.355062,-1,0,yes
68.284344,retired,married,secondary,no,8513.603154,no,no,cellular,17.823474,jun,245.185467,1.707914,266.383806,0.691897,yes
25.161924,student,single,secondary,no,317.708633,no,no,cellular,25.993542,oct,226.882048,1.987712,3.372652,0.242313,yes
50.782279,blue-collar,married,primary,no,2243.630898,yes,no,cellular,30.605387,jun,1172.764107,6.027129,5.955542,0.779929,yes
47.96881,blue-collar,married,secondary,no,2231.530362,yes,no,cellular,20.51534,jun,990.674589,11.337889,-1,0,yes
53.929747,management,married,primary,no,754.846326,no,no,cellular,20.32072,apr,379.741113,1.320205,-1,0,yes
58.485436,blue-collar,married,secondary,no,1012.342097,no,no,cellular,10.882957,jun,1134.214893,1.388637,-1,0,yes
32.810237,management,married,tertiary,no,0,no,no,cellular,12.905006,sep,263.744764,2.725918,113.819642,2.982595,yes
29.246254,blue-collar,single,secondary,no,206.199476,no,no,cellular,27.12569,mar,319.957053,1.836572,-1,0,yes
33.467374,management,single,tertiary,no,1572.910295,no,no,cellular,19.186117,may,724.783772,1.958395,0.43374,0.050559,yes
44.010025,management,married,secondary,no,3591.672283,no,no,cellular,17.811878,nov,634.06868,3.848826,36.532914,0.522432,yes
40.73326,management,single,tertiary,no,607.470562,no,no,cellular,16.883708,jun,330.768731,1.878299,188.960255,1.63819,yes
40.777959,management,married,secondary,no,96.514031,yes,no,cellular,9.869209,may,574.574067,2.457017,8.205772,0.000749,yes
36,management,married,secondary,no,480.09611,no,no,cellular,23.761009,apr,211.320696,1.033532,5.2791,0.013493,yes
42.695016,management,single,tertiary,no,5040.325922,no,no,cellular,24.192918,oct,315.037748,2.112506,-0.750702,0.107898,yes
36.930764,management,divorced,secondary,no,0,yes,no,cellular,21.138861,oct,146.462201,2.332653,-1,0,yes
33.155631,management,married,secondary,no,493.898807,no,no,cellular,21.441753,apr,230.485111,6.768625,-0.678582,0.792768,yes
44.617959,management,married,secondary,no,-44.993885,no,no,cellular,14.722086,may,672.768098,1.101481,206.805995,1,yes
51.741452,management,married,primary,no,364.373693,no,no,cellular,16.999601,may,757.621943,6.836499,-1,0,yes
51.997811,management,married,secondary,no,4325.797931,yes,no,cellular,12.734575,may,957.340882,2.914521,61.326954,4.71686,yes
33.574743,blue-collar,single,secondary,no,651.294397,yes,no,cellular,22.173597,may,1318.874007,2.254352,97.393668,0.514236,yes
37.335956,management,married,secondary,no,927.680287,yes,no,cellular,12.22574,may,933.365826,3.240637,340.126152,3.176548,yes
37.541261,admin.,married,secondary,no,4766.589402,no,no,cellular,6.749879,may,344.408971,1.702226,100.655064,2.978771,yes
43.830698,blue-collar,married,secondary,no,0.104483,no,no,cellular,16.185407,aug,596.328842,1.309693,-1,0,yes
49.59816,admin.,married,secondary,no,0,no,no,cellular,24.150798,oct,251.217058,1.113554,-1,0,yes
59.941876,management,single,tertiary,no,349.378212,no,no,cellular,5.761089,apr,620.76498,1,8.073698,0.327597,yes
34.4297,technician,married,secondary,no,896.797777,no,no,cellular,10.182954,feb,702.359757,1.876845,191.941744,4.957877,yes
54.749381,management,married,primary,no,3410.504618,no,no,cellular,19.036889,nov,240.788296,1.847322,-1,0,yes
36.924476,management,married,secondary,no,486.227254,no,no,cellular,19.92705,apr,212.947323,1.019211,-1,0,yes
46.454165,management,married,tertiary,no,1266.424658,no,no,cellular,13.214152,apr,312.525534,2.726177,25.494154,2.102088,yes
66.476491,management,married,secondary,no,4158.575131,no,no,cellular,8.630451,may,670.78262,2,-1,0,yes
63.730872,services,married,tertiary,no,1873.432716,no,no,cellular,10.813064,oct,237.990183,1.759498,15.075542,1.137424,yes
38.961884,admin.,married,secondary,no,4712.066531,no,no,cellular,7.283522,may,317.751905,1.17132,10.671043,1.845589,yes
27.215792,management,married,secondary,no,778.305147,yes,no,cellular,9.680099,may,583.909371,2.032377,-1,0,yes
33.427256,management,married,tertiary,no,2520.444388,yes,no,cellular,26.125543,may,932.797136,5.118013,-0.760094,0.001713,yes
45.866328,management,married,secondary,no,3686.382534,no,no,cellular,17.924947,oct,569.004075,1.887543,90.290939,2.989657,yes
64.133719,management,married,secondary,no,4083.803834,no,no,cellular,7.533301,oct,345.780347,2.384422,10.565002,1.514324,yes
